Driver,DriverNumber,Team,LapNumber,Stint,Compound,TyreLife,Position,TrackStatus,LapTime_s,Sector1Time_s,Sector2Time_s,Sector3Time_s,year,round,session_type
NOR,4,McLaren,25.0,3.0,SOFT,11.0,18.0,1,98.447,31.438,42.732,24.277,2023,1,R
NOR,4,McLaren,26.0,3.0,SOFT,12.0,18.0,1,98.44,31.441,42.713,24.286,2023,1,R
NOR,4,McLaren,29.0,4.0,MEDIUM,2.0,19.0,1,97.26,31.144,42.226,23.89,2023,1,R
NOR,4,McLaren,30.0,4.0,MEDIUM,3.0,19.0,1,97.605,31.235,42.354,24.016,2023,1,R
NOR,4,McLaren,31.0,4.0,MEDIUM,4.0,19.0,1,97.768,31.174,42.459,24.135,2023,1,R
NOR,4,McLaren,32.0,4.0,MEDIUM,5.0,19.0,1,98.111,31.113,42.775,24.223,2023,1,R
NOR,4,McLaren,33.0,4.0,MEDIUM,6.0,18.0,1,97.52,30.999,42.476,24.045,2023,1,R
NOR,4,McLaren,34.0,4.0,MEDIUM,7.0,18.0,1,97.987,31.333,42.606,24.048,2023,1,R
NOR,4,McLaren,35.0,4.0,MEDIUM,8.0,18.0,1,97.87,31.336,42.535,23.999,2023,1,R
NOR,4,McLaren,36.0,4.0,MEDIUM,9.0,18.0,1,99.886,32.216,43.423,24.247,2023,1,R
NOR,4,McLaren,39.0,5.0,HARD,2.0,19.0,12,98.347,30.941,43.025,24.381,2023,1,R
NOR,4,McLaren,41.0,5.0,HARD,4.0,18.0,1,96.705,31.101,41.67,23.934,2023,1,R
NOR,4,McLaren,42.0,5.0,HARD,5.0,17.0,1,96.668,30.948,41.864,23.856,2023,1,R
NOR,4,McLaren,43.0,5.0,HARD,6.0,17.0,1,96.687,30.898,41.964,23.825,2023,1,R
NOR,4,McLaren,44.0,5.0,HARD,7.0,17.0,1,97.219,30.936,42.401,23.882,2023,1,R
NOR,4,McLaren,45.0,5.0,HARD,8.0,17.0,1,97.426,31.112,42.179,24.135,2023,1,R
NOR,4,McLaren,46.0,5.0,HARD,9.0,17.0,1,97.656,31.106,42.351,24.199,2023,1,R
NOR,4,McLaren,49.0,6.0,SOFT,6.0,17.0,1,99.08,31.867,42.987,24.226,2023,1,R
NOR,4,McLaren,51.0,6.0,SOFT,8.0,17.0,1,95.822,30.749,41.366,23.707,2023,1,R
NOR,4,McLaren,52.0,6.0,SOFT,9.0,17.0,1,96.152,30.747,41.651,23.754,2023,1,R
NOR,4,McLaren,53.0,6.0,SOFT,10.0,17.0,1,96.5,30.909,41.607,23.984,2023,1,R
HAM,44,Mercedes,2.0,1.0,SOFT,5.0,5.0,21,99.166,31.408,43.352,24.406,2023,1,R
HAM,44,Mercedes,3.0,1.0,SOFT,6.0,5.0,1,99.22,31.298,43.499,24.423,2023,1,R
HAM,44,Mercedes,4.0,1.0,SOFT,7.0,5.0,1,99.198,31.315,43.446,24.437,2023,1,R
HAM,44,Mercedes,5.0,1.0,SOFT,8.0,5.0,1,99.335,31.35,43.508,24.477,2023,1,R
HAM,44,Mercedes,6.0,1.0,SOFT,9.0,5.0,1,99.756,31.434,43.751,24.571,2023,1,R
HAM,44,Mercedes,7.0,1.0,SOFT,10.0,5.0,1,99.757,31.48,43.664,24.613,2023,1,R
HAM,44,Mercedes,8.0,1.0,SOFT,11.0,5.0,1,100.267,31.718,43.82,24.729,2023,1,R
HAM,44,Mercedes,9.0,1.0,SOFT,12.0,5.0,1,100.323,31.893,43.776,24.654,2023,1,R
HAM,44,Mercedes,10.0,1.0,SOFT,13.0,5.0,1,100.289,31.649,43.985,24.655,2023,1,R
HAM,44,Mercedes,11.0,1.0,SOFT,14.0,5.0,1,100.752,31.823,44.205,24.724,2023,1,R
HAM,44,Mercedes,14.0,2.0,HARD,2.0,7.0,1,98.308,30.783,43.351,24.174,2023,1,R
HAM,44,Mercedes,15.0,2.0,HARD,3.0,6.0,1,98.527,31.23,43.259,24.038,2023,1,R
HAM,44,Mercedes,16.0,2.0,HARD,4.0,5.0,1,98.617,31.162,43.414,24.041,2023,1,R
HAM,44,Mercedes,17.0,2.0,HARD,5.0,5.0,1,98.704,31.16,43.372,24.172,2023,1,R
HAM,44,Mercedes,18.0,2.0,HARD,6.0,5.0,1,98.69,31.263,43.262,24.165,2023,1,R
HAM,44,Mercedes,19.0,2.0,HARD,7.0,5.0,1,98.684,31.294,43.297,24.093,2023,1,R
HAM,44,Mercedes,20.0,2.0,HARD,8.0,5.0,1,98.478,31.163,43.227,24.088,2023,1,R
HAM,44,Mercedes,21.0,2.0,HARD,9.0,5.0,1,98.581,31.151,43.35,24.08,2023,1,R
HAM,44,Mercedes,22.0,2.0,HARD,10.0,5.0,1,98.46,31.336,43.109,24.015,2023,1,R
HAM,44,Mercedes,23.0,2.0,HARD,11.0,5.0,1,98.384,31.164,43.21,24.01,2023,1,R
HAM,44,Mercedes,24.0,2.0,HARD,12.0,5.0,1,98.367,31.202,43.079,24.086,2023,1,R
HAM,44,Mercedes,25.0,2.0,HARD,13.0,5.0,1,98.29,31.209,42.97,24.111,2023,1,R
HAM,44,Mercedes,26.0,2.0,HARD,14.0,5.0,1,98.339,31.345,42.89,24.104,2023,1,R
HAM,44,Mercedes,27.0,2.0,HARD,15.0,5.0,1,98.369,31.379,42.864,24.126,2023,1,R
HAM,44,Mercedes,28.0,2.0,HARD,16.0,5.0,1,98.265,31.232,42.845,24.188,2023,1,R
HAM,44,Mercedes,29.0,2.0,HARD,17.0,5.0,1,98.38,31.319,42.914,24.147,2023,1,R
HAM,44,Mercedes,32.0,3.0,HARD,2.0,6.0,1,97.563,30.795,42.982,23.786,2023,1,R
HAM,44,Mercedes,33.0,3.0,HARD,3.0,6.0,1,97.549,30.882,42.999,23.668,2023,1,R
HAM,44,Mercedes,34.0,3.0,HARD,4.0,6.0,1,98.135,30.81,43.571,23.754,2023,1,R
HAM,44,Mercedes,35.0,3.0,HARD,5.0,5.0,1,96.831,30.798000000000002,42.403,23.63,2023,1,R
HAM,44,Mercedes,36.0,3.0,HARD,6.0,5.0,1,96.546,30.869,42.013,23.664,2023,1,R
HAM,44,Mercedes,37.0,3.0,HARD,7.0,5.0,1,97.388,31.413,42.243,23.732,2023,1,R
HAM,44,Mercedes,38.0,3.0,HARD,8.0,6.0,1,98.304,31.05,43.267,23.987,2023,1,R
HAM,44,Mercedes,39.0,3.0,HARD,9.0,6.0,1,97.478,30.837,42.719,23.922,2023,1,R
HAM,44,Mercedes,40.0,3.0,HARD,10.0,5.0,12,97.494,30.768,42.806,23.92,2023,1,R
HAM,44,Mercedes,42.0,3.0,HARD,12.0,5.0,1,97.061,30.924,42.354,23.783,2023,1,R
HAM,44,Mercedes,43.0,3.0,HARD,13.0,5.0,1,97.111,30.89,42.235,23.986,2023,1,R
HAM,44,Mercedes,44.0,3.0,HARD,14.0,5.0,1,97.048,30.807,42.353,23.888,2023,1,R
HAM,44,Mercedes,45.0,3.0,HARD,15.0,5.0,1,97.661,30.902,42.666,24.093,2023,1,R
HAM,44,Mercedes,46.0,3.0,HARD,16.0,5.0,1,97.779,30.898,42.786,24.095,2023,1,R
HAM,44,Mercedes,47.0,3.0,HARD,17.0,5.0,1,98.517,31.32,43.157,24.04,2023,1,R
HAM,44,Mercedes,48.0,3.0,HARD,18.0,5.0,1,97.844,30.882,42.772,24.19,2023,1,R
HAM,44,Mercedes,49.0,3.0,HARD,19.0,5.0,1,97.954,30.947,42.945,24.062,2023,1,R
HAM,44,Mercedes,51.0,3.0,HARD,21.0,5.0,1,98.014,31.154,42.759,24.101,2023,1,R
HAM,44,Mercedes,52.0,3.0,HARD,22.0,5.0,1,97.803,31.107,42.69,24.006,2023,1,R
HAM,44,Mercedes,53.0,3.0,HARD,23.0,5.0,1,97.988,31.1,42.853,24.035,2023,1,R
HAM,44,Mercedes,54.0,3.0,HARD,24.0,5.0,1,98.076,31.14,42.838,24.098,2023,1,R
HAM,44,Mercedes,55.0,3.0,HARD,25.0,5.0,1,97.955,31.131,42.775,24.049,2023,1,R
HAM,44,Mercedes,56.0,3.0,HARD,26.0,5.0,1,98.111,31.227,42.824,24.06,2023,1,R
HAM,44,Mercedes,57.0,3.0,HARD,27.0,5.0,1,98.255,31.166,42.89,24.199,2023,1,R
SAI,55,Ferrari,2.0,1.0,SOFT,5.0,4.0,21,98.933,31.451,43.164,24.318,2023,1,R
SAI,55,Ferrari,3.0,1.0,SOFT,6.0,4.0,1,99.042,31.374,43.257,24.411,2023,1,R
SAI,55,Ferrari,4.0,1.0,SOFT,7.0,4.0,1,98.985,31.192,43.306,24.487,2023,1,R
SAI,55,Ferrari,5.0,1.0,SOFT,8.0,4.0,1,99.128,31.048,43.623,24.457,2023,1,R
SAI,55,Ferrari,6.0,1.0,SOFT,9.0,4.0,1,99.474,31.469,43.498,24.507,2023,1,R
SAI,55,Ferrari,7.0,1.0,SOFT,10.0,4.0,1,99.502,31.546,43.469,24.487,2023,1,R
SAI,55,Ferrari,8.0,1.0,SOFT,11.0,4.0,1,99.779,31.674,43.598,24.507,2023,1,R
SAI,55,Ferrari,9.0,1.0,SOFT,12.0,4.0,1,99.744,31.602,43.608,24.534,2023,1,R
SAI,55,Ferrari,10.0,1.0,SOFT,13.0,4.0,1,100.102,31.764,43.676,24.662,2023,1,R
SAI,55,Ferrari,11.0,1.0,SOFT,14.0,4.0,1,100.507,31.836,43.996,24.675,2023,1,R
SAI,55,Ferrari,12.0,1.0,SOFT,15.0,4.0,1,100.52,31.776,44.006,24.738,2023,1,R
SAI,55,Ferrari,15.0,2.0,HARD,2.0,5.0,1,97.985,31.107,42.86,24.018,2023,1,R
SAI,55,Ferrari,16.0,2.0,HARD,3.0,4.0,1,98.433,31.232,43.011,24.19,2023,1,R
SAI,55,Ferrari,17.0,2.0,HARD,4.0,4.0,1,98.161,31.234,42.911,24.016,2023,1,R
SAI,55,Ferrari,18.0,2.0,HARD,5.0,4.0,1,98.287,31.283,42.95,24.054,2023,1,R
SAI,55,Ferrari,19.0,2.0,HARD,6.0,4.0,1,98.21,31.208,42.939,24.063,2023,1,R
SAI,55,Ferrari,20.0,2.0,HARD,7.0,4.0,1,98.096,31.272,42.826,23.998,2023,1,R
SAI,55,Ferrari,21.0,2.0,HARD,8.0,4.0,1,98.24,31.305,42.957,23.978,2023,1,R
SAI,55,Ferrari,22.0,2.0,HARD,9.0,4.0,1,98.453,31.288,43.137,24.028,2023,1,R
SAI,55,Ferrari,23.0,2.0,HARD,10.0,4.0,1,98.597,31.483,43.147,23.967,2023,1,R
SAI,55,Ferrari,24.0,2.0,HARD,11.0,4.0,1,98.314,31.442,42.878,23.994,2023,1,R
SAI,55,Ferrari,25.0,2.0,HARD,12.0,4.0,1,98.571,31.282,43.172,24.117,2023,1,R
SAI,55,Ferrari,26.0,2.0,HARD,13.0,4.0,1,98.331,31.316,42.976,24.039,2023,1,R
SAI,55,Ferrari,27.0,2.0,HARD,14.0,4.0,1,98.423,31.448,42.994,23.981,2023,1,R
SAI,55,Ferrari,28.0,2.0,HARD,15.0,4.0,1,98.474,31.422,42.956,24.096,2023,1,R
SAI,55,Ferrari,29.0,2.0,HARD,16.0,4.0,1,98.55,31.436,42.983,24.131,2023,1,R
SAI,55,Ferrari,30.0,2.0,HARD,17.0,4.0,1,98.601,31.445,43.033,24.123,2023,1,R
SAI,55,Ferrari,33.0,3.0,HARD,2.0,5.0,1,97.548,31.27,42.65,23.628,2023,1,R
SAI,55,Ferrari,34.0,3.0,HARD,3.0,5.0,1,97.475,31.149,42.615,23.711,2023,1,R
SAI,55,Ferrari,35.0,3.0,HARD,4.0,4.0,1,97.441,31.161,42.601,23.679,2023,1,R
SAI,55,Ferrari,36.0,3.0,HARD,5.0,4.0,1,97.706,31.197,42.728,23.781,2023,1,R
SAI,55,Ferrari,37.0,3.0,HARD,6.0,4.0,1,97.13,31.018,42.443,23.669,2023,1,R
SAI,55,Ferrari,38.0,3.0,HARD,7.0,4.0,1,97.444,31.096,42.608,23.74,2023,1,R
SAI,55,Ferrari,39.0,3.0,HARD,8.0,4.0,1,97.403,31.044,42.593,23.766,2023,1,R
SAI,55,Ferrari,40.0,3.0,HARD,9.0,3.0,12,97.587,31.207,42.653,23.727,2023,1,R
SAI,55,Ferrari,42.0,3.0,HARD,11.0,3.0,1,97.375,31.107,42.449,23.819,2023,1,R
SAI,55,Ferrari,43.0,3.0,HARD,12.0,3.0,1,97.294,31.141,42.431,23.722,2023,1,R
SAI,55,Ferrari,44.0,3.0,HARD,13.0,3.0,1,97.389,31.2,42.482,23.707,2023,1,R
SAI,55,Ferrari,45.0,3.0,HARD,14.0,4.0,1,99.561,31.572,43.669,24.32,2023,1,R
SAI,55,Ferrari,46.0,3.0,HARD,15.0,4.0,1,97.844,30.975,42.701,24.168,2023,1,R
SAI,55,Ferrari,47.0,3.0,HARD,16.0,4.0,1,98.222,31.548000000000002,42.699,23.975,2023,1,R
SAI,55,Ferrari,48.0,3.0,HARD,17.0,4.0,1,97.897,31.407,42.577,23.913,2023,1,R
SAI,55,Ferrari,49.0,3.0,HARD,18.0,4.0,1,97.765,31.407,42.49,23.868,2023,1,R
SAI,55,Ferrari,50.0,3.0,HARD,19.0,4.0,1,97.604,31.261,42.436,23.907,2023,1,R
SAI,55,Ferrari,51.0,3.0,HARD,20.0,4.0,1,97.672,31.269,42.491,23.912,2023,1,R
SAI,55,Ferrari,52.0,3.0,HARD,21.0,4.0,1,97.49,31.184,42.381,23.925,2023,1,R
SAI,55,Ferrari,53.0,3.0,HARD,22.0,4.0,1,97.66,31.248,42.531,23.881,2023,1,R
SAI,55,Ferrari,54.0,3.0,HARD,23.0,4.0,1,97.694,31.234,42.543,23.917,2023,1,R
SAI,55,Ferrari,55.0,3.0,HARD,24.0,4.0,1,97.821,31.31,42.638,23.873,2023,1,R
SAI,55,Ferrari,56.0,3.0,HARD,25.0,4.0,1,98.126,31.403,42.736,23.987,2023,1,R
SAI,55,Ferrari,57.0,3.0,HARD,26.0,4.0,1,98.021,31.244,42.749,24.028,2023,1,R
RUS,63,Mercedes,2.0,1.0,SOFT,5.0,6.0,21,99.59,31.709,43.468,24.413,2023,1,R
RUS,63,Mercedes,3.0,1.0,SOFT,6.0,6.0,1,99.093,31.218,43.416,24.459,2023,1,R
RUS,63,Mercedes,4.0,1.0,SOFT,7.0,6.0,1,99.261,31.267,43.497,24.497,2023,1,R
RUS,63,Mercedes,5.0,1.0,SOFT,8.0,6.0,1,99.549,31.367,43.763,24.419,2023,1,R
RUS,63,Mercedes,6.0,1.0,SOFT,9.0,6.0,1,99.493,31.196,43.619,24.678,2023,1,R
RUS,63,Mercedes,7.0,1.0,SOFT,10.0,6.0,1,100.056,31.589,43.827,24.64,2023,1,R
RUS,63,Mercedes,8.0,1.0,SOFT,11.0,6.0,1,100.31,31.522,44.119,24.669,2023,1,R
RUS,63,Mercedes,9.0,1.0,SOFT,12.0,6.0,1,100.42,31.652,44.022,24.746,2023,1,R
RUS,63,Mercedes,10.0,1.0,SOFT,13.0,6.0,1,100.532,31.699,44.074,24.759,2023,1,R
RUS,63,Mercedes,11.0,1.0,SOFT,14.0,6.0,1,101.085,31.772,44.52,24.793,2023,1,R
RUS,63,Mercedes,12.0,1.0,SOFT,15.0,5.0,1,101.112,32.023,44.122,24.967,2023,1,R
RUS,63,Mercedes,15.0,2.0,HARD,2.0,9.0,1,97.46,30.812,42.616,24.032,2023,1,R
RUS,63,Mercedes,16.0,2.0,HARD,3.0,8.0,1,97.833,30.88,42.883,24.07,2023,1,R
RUS,63,Mercedes,17.0,2.0,HARD,4.0,8.0,1,98.604,30.903,43.462,24.239,2023,1,R
RUS,63,Mercedes,18.0,2.0,HARD,5.0,7.0,1,98.427,30.995,43.299,24.133,2023,1,R
RUS,63,Mercedes,19.0,2.0,HARD,6.0,7.0,1,98.512,31.276,43.188,24.048,2023,1,R
RUS,63,Mercedes,20.0,2.0,HARD,7.0,7.0,1,98.578,31.282,43.216,24.08,2023,1,R
RUS,63,Mercedes,21.0,2.0,HARD,8.0,7.0,1,98.555,31.287,43.084,24.184,2023,1,R
RUS,63,Mercedes,22.0,2.0,HARD,9.0,7.0,1,98.438,31.313,42.999,24.126,2023,1,R
RUS,63,Mercedes,23.0,2.0,HARD,10.0,7.0,1,98.773,31.278,43.405,24.09,2023,1,R
RUS,63,Mercedes,24.0,2.0,HARD,11.0,7.0,1,98.643,31.298,43.348,23.997,2023,1,R
RUS,63,Mercedes,25.0,2.0,HARD,12.0,7.0,1,98.487,31.311,43.056,24.12,2023,1,R
RUS,63,Mercedes,26.0,2.0,HARD,13.0,7.0,1,98.462,31.334,43.033,24.095,2023,1,R
RUS,63,Mercedes,27.0,2.0,HARD,14.0,7.0,1,98.625,31.393,43.152,24.08,2023,1,R
RUS,63,Mercedes,28.0,2.0,HARD,15.0,7.0,1,98.448,31.233,43.103,24.112,2023,1,R
RUS,63,Mercedes,29.0,2.0,HARD,16.0,7.0,1,98.792,31.476,43.264,24.052,2023,1,R
RUS,63,Mercedes,30.0,2.0,HARD,17.0,7.0,1,98.541,31.301,43.18,24.06,2023,1,R
RUS,63,Mercedes,33.0,3.0,HARD,2.0,8.0,1,97.221,30.915,42.756,23.55,2023,1,R
RUS,63,Mercedes,34.0,3.0,HARD,3.0,8.0,1,97.311,30.975,42.685,23.651,2023,1,R
RUS,63,Mercedes,35.0,3.0,HARD,4.0,8.0,1,97.592,30.949,42.96,23.683,2023,1,R
RUS,63,Mercedes,36.0,3.0,HARD,5.0,8.0,1,97.607,30.979,42.831,23.797,2023,1,R
RUS,63,Mercedes,37.0,3.0,HARD,6.0,8.0,1,97.822,31.049,43.002,23.771,2023,1,R
RUS,63,Mercedes,38.0,3.0,HARD,7.0,8.0,1,97.66,30.994,42.854,23.812,2023,1,R
RUS,63,Mercedes,39.0,3.0,HARD,8.0,8.0,1,97.495,30.971,42.712,23.812,2023,1,R
RUS,63,Mercedes,43.0,3.0,HARD,12.0,7.0,1,97.48,30.954,42.679,23.847,2023,1,R
RUS,63,Mercedes,44.0,3.0,HARD,13.0,7.0,1,97.597,31.11,42.611,23.876,2023,1,R
RUS,63,Mercedes,45.0,3.0,HARD,14.0,7.0,1,97.316,30.892,42.59,23.834,2023,1,R
RUS,63,Mercedes,46.0,3.0,HARD,15.0,7.0,1,97.571,30.999,42.734,23.838,2023,1,R
RUS,63,Mercedes,47.0,3.0,HARD,16.0,7.0,1,97.432,31.049,42.436,23.947,2023,1,R
RUS,63,Mercedes,48.0,3.0,HARD,17.0,7.0,1,97.52,31.101,42.509,23.91,2023,1,R
RUS,63,Mercedes,49.0,3.0,HARD,18.0,7.0,1,97.718,31.097,42.623,23.998,2023,1,R
RUS,63,Mercedes,50.0,3.0,HARD,19.0,7.0,1,97.383,31.014,42.413,23.956,2023,1,R
RUS,63,Mercedes,51.0,3.0,HARD,20.0,7.0,1,97.825,31.187,42.705,23.933,2023,1,R
RUS,63,Mercedes,52.0,3.0,HARD,21.0,7.0,1,97.589,31.107,42.517,23.965,2023,1,R
RUS,63,Mercedes,53.0,3.0,HARD,22.0,7.0,1,97.841,31.065,42.707,24.069,2023,1,R
RUS,63,Mercedes,54.0,3.0,HARD,23.0,7.0,1,97.923,31.192,42.658,24.073,2023,1,R
RUS,63,Mercedes,55.0,3.0,HARD,24.0,7.0,1,97.86,31.118,42.621,24.121,2023,1,R
RUS,63,Mercedes,56.0,3.0,HARD,25.0,7.0,1,97.636,30.961,42.593,24.082,2023,1,R
RUS,63,Mercedes,57.0,3.0,HARD,26.0,7.0,1,97.767,31.077,42.54,24.15,2023,1,R
BOT,77,Alfa Romeo,2.0,1.0,SOFT,2.0,8.0,21,99.956,31.722,43.495,24.739,2023,1,R
BOT,77,Alfa Romeo,3.0,1.0,SOFT,3.0,8.0,1,99.397,31.428,43.378,24.591,2023,1,R
BOT,77,Alfa Romeo,4.0,1.0,SOFT,4.0,8.0,1,99.823,31.568,43.543,24.712,2023,1,R
BOT,77,Alfa Romeo,5.0,1.0,SOFT,5.0,9.0,1,101.033,32.204,44.132,24.697,2023,1,R
BOT,77,Alfa Romeo,6.0,1.0,SOFT,6.0,9.0,1,100.265,31.687,43.789,24.789,2023,1,R
BOT,77,Alfa Romeo,8.0,1.0,SOFT,8.0,9.0,1,100.387,31.864,43.791,24.732,2023,1,R
BOT,77,Alfa Romeo,9.0,1.0,SOFT,9.0,9.0,1,100.275,31.936,43.661,24.678,2023,1,R
BOT,77,Alfa Romeo,10.0,1.0,SOFT,10.0,9.0,1,100.676,31.929,43.981,24.766,2023,1,R
BOT,77,Alfa Romeo,13.0,2.0,HARD,2.0,10.0,1,98.03,31.273,42.523,24.234,2023,1,R
BOT,77,Alfa Romeo,14.0,2.0,HARD,3.0,8.0,1,98.098,31.122,42.799,24.177,2023,1,R
BOT,77,Alfa Romeo,15.0,2.0,HARD,4.0,7.0,1,98.851,31.469,43.076,24.306,2023,1,R
BOT,77,Alfa Romeo,16.0,2.0,HARD,5.0,6.0,1,98.494,31.299,43.018,24.177,2023,1,R
BOT,77,Alfa Romeo,17.0,2.0,HARD,6.0,7.0,1,99.973,32.034,43.463,24.476,2023,1,R
BOT,77,Alfa Romeo,18.0,2.0,HARD,7.0,8.0,1,100.24,31.682,43.946,24.612,2023,1,R
BOT,77,Alfa Romeo,19.0,2.0,HARD,8.0,8.0,1,99.497,31.65,43.373,24.474,2023,1,R
BOT,77,Alfa Romeo,20.0,2.0,HARD,9.0,9.0,1,100.442,31.91,43.979,24.553,2023,1,R
BOT,77,Alfa Romeo,21.0,2.0,HARD,10.0,9.0,1,99.355,31.576999999999998,43.366,24.412,2023,1,R
BOT,77,Alfa Romeo,22.0,2.0,HARD,11.0,9.0,1,99.356,31.591,43.332,24.433,2023,1,R
BOT,77,Alfa Romeo,23.0,2.0,HARD,12.0,9.0,1,99.311,31.711,43.197,24.403,2023,1,R
BOT,77,Alfa Romeo,24.0,2.0,HARD,13.0,9.0,1,99.427,31.731,43.277,24.419,2023,1,R
BOT,77,Alfa Romeo,25.0,2.0,HARD,14.0,9.0,1,99.49,31.785,43.253,24.452,2023,1,R
BOT,77,Alfa Romeo,26.0,2.0,HARD,15.0,9.0,1,99.5,31.813,43.256,24.431,2023,1,R
BOT,77,Alfa Romeo,27.0,2.0,HARD,16.0,9.0,1,99.287,31.712,43.177,24.398,2023,1,R
BOT,77,Alfa Romeo,28.0,2.0,HARD,17.0,9.0,1,99.016,31.753,42.963,24.3,2023,1,R
BOT,77,Alfa Romeo,31.0,3.0,HARD,2.0,10.0,1,97.379,31.079,42.337,23.963,2023,1,R
BOT,77,Alfa Romeo,32.0,3.0,HARD,3.0,9.0,1,97.675,31.059,42.59,24.026,2023,1,R
BOT,77,Alfa Romeo,33.0,3.0,HARD,4.0,9.0,1,97.775,31.243,42.542,23.99,2023,1,R
BOT,77,Alfa Romeo,34.0,3.0,HARD,5.0,9.0,1,97.774,31.317,42.525,23.932,2023,1,R
BOT,77,Alfa Romeo,35.0,3.0,HARD,6.0,9.0,1,97.817,31.277,42.617,23.923000000000002,2023,1,R
BOT,77,Alfa Romeo,36.0,3.0,HARD,7.0,9.0,1,97.827,31.342,42.528,23.957,2023,1,R
BOT,77,Alfa Romeo,37.0,3.0,HARD,8.0,9.0,1,97.774,31.238,42.584,23.951999999999998,2023,1,R
BOT,77,Alfa Romeo,38.0,3.0,HARD,9.0,9.0,1,97.658,31.311,42.406,23.941,2023,1,R
BOT,77,Alfa Romeo,39.0,3.0,HARD,10.0,9.0,1,97.784,31.376,42.467,23.941,2023,1,R
BOT,77,Alfa Romeo,42.0,3.0,HARD,13.0,8.0,1,97.736,31.22,42.609,23.907,2023,1,R
BOT,77,Alfa Romeo,43.0,3.0,HARD,14.0,8.0,1,97.813,31.253,42.525,24.035,2023,1,R
BOT,77,Alfa Romeo,44.0,3.0,HARD,15.0,8.0,1,97.868,31.392,42.601,23.875,2023,1,R
BOT,77,Alfa Romeo,45.0,3.0,HARD,16.0,8.0,1,97.688,31.254,42.539,23.895,2023,1,R
BOT,77,Alfa Romeo,46.0,3.0,HARD,17.0,8.0,1,97.83,31.384,42.473,23.973,2023,1,R
BOT,77,Alfa Romeo,47.0,3.0,HARD,18.0,8.0,1,97.815,31.325,42.508,23.982,2023,1,R
BOT,77,Alfa Romeo,48.0,3.0,HARD,19.0,8.0,1,97.5,31.316,42.265,23.919,2023,1,R
BOT,77,Alfa Romeo,49.0,3.0,HARD,20.0,8.0,1,97.85,31.434,42.484,23.932,2023,1,R
BOT,77,Alfa Romeo,50.0,3.0,HARD,21.0,8.0,1,97.71,31.491,42.241,23.978,2023,1,R
BOT,77,Alfa Romeo,51.0,3.0,HARD,22.0,8.0,1,97.816,31.383,42.463,23.97,2023,1,R
BOT,77,Alfa Romeo,52.0,3.0,HARD,23.0,8.0,1,97.947,31.512,42.44,23.995,2023,1,R
BOT,77,Alfa Romeo,53.0,3.0,HARD,24.0,8.0,1,97.856,31.458,42.413,23.985,2023,1,R
BOT,77,Alfa Romeo,54.0,3.0,HARD,25.0,8.0,1,97.738,31.461,42.3,23.977,2023,1,R
BOT,77,Alfa Romeo,55.0,3.0,HARD,26.0,8.0,1,97.807,31.526,42.257,24.024,2023,1,R
BOT,77,Alfa Romeo,56.0,3.0,HARD,27.0,8.0,1,98.16,31.687,42.384,24.089,2023,1,R
BOT,77,Alfa Romeo,57.0,3.0,HARD,28.0,8.0,1,98.407,31.543,42.623,24.241,2023,1,R
PIA,81,McLaren,2.0,1.0,SOFT,2.0,16.0,21,100.83,32.185,43.977,24.668,2023,1,R
PIA,81,McLaren,3.0,1.0,SOFT,3.0,16.0,1,100.691,31.877,43.986,24.828,2023,1,R
PIA,81,McLaren,4.0,1.0,SOFT,4.0,16.0,1,100.718,31.831,44.079,24.808,2023,1,R
PIA,81,McLaren,5.0,1.0,SOFT,5.0,16.0,1,100.862,31.846,44.06,24.956,2023,1,R
PIA,81,McLaren,6.0,1.0,SOFT,6.0,16.0,1,101.111,31.694,44.425,24.992,2023,1,R
PIA,81,McLaren,7.0,1.0,SOFT,7.0,16.0,1,101.167,31.716,44.471,24.98,2023,1,R
PIA,81,McLaren,8.0,1.0,SOFT,8.0,16.0,1,101.295,31.665,44.59,25.04,2023,1,R
PIA,81,McLaren,9.0,1.0,SOFT,9.0,16.0,1,101.534,31.989,44.548,24.997,2023,1,R
PIA,81,McLaren,10.0,1.0,SOFT,10.0,16.0,1,101.584,31.779,44.617,25.188,2023,1,R
PIA,81,McLaren,11.0,1.0,SOFT,11.0,13.0,1,101.352,31.894,44.557,24.901,2023,1,R
PIA,81,McLaren,12.0,1.0,SOFT,12.0,11.0,1,101.156,32.1,44.235,24.821,2023,1,R
